"lat","lon","pressure","temperature","humidity"
42.716,23.218,94479.0157961231,21.4367312813526,64.1876707747569
42.751,23.219,95037.9332993513,20.4965071825765,63.9699889944393
42.67,23.227,92843.0572440808,20.0209232822656,68.5815331940576
42.698,23.228,94144.7204914688,21.5481367457962,61.2592185954501
42.649,23.229,92390.4987867939,18.8625928135773,73.9673806682578
42.672,23.23,93157.7483694209,19.7851053755991,70.4328182920492
42.669,23.231,93204.4074594975,21.8183337246615,68.9115167879784
42.655,23.236,93450.4557051241,20.4345161290323,59.3437632270891
42.675,23.24,93604.7885318719,22.7705999423132,59.2360259590424
42.66,23.241,94513.2999819495,18.4121615523466,61.1299774368231
42.664,23.241,93512.1611234795,19.2212583199449,78.744939752123
42.685,23.241,94016.9438698746,21.1722534733988,70.1105071727098
42.777,23.242,95041.0462700946,21.450634751773,63.563445035461
42.685,23.243,94121.1545228339,22.2697951277658,57.5932541160694
42.715,23.244,94282.5124901186,22.3044861660079,54.9271352466059
42.779,23.244,95134.4227070838,19.8388693467337,72.1084746312206
42.679,23.245,93964.1084161491,20.0378099120083,73.3263845755694
42.684,23.246,94066.3670785485,22.1725706247129,57.1874787551677
42.771,23.246,95163.6110564717,20.4452521058251,82.5929190888599
42.669,23.249,93975.9674338346,21.2520195488722,71.0510684210526
42.684,23.252,94053.5070591112,21.627622275014,65.1972847959754
42.726,23.252,94944.5575018707,20.7869769182064,64.0719300063317
42.654,23.253,93185.5388776465,20.4529904082349,69.3766709556673
42.678,23.254,94295.4135310136,21.188930408472,91.0464016641452
42.664,23.255,94212.6502107445,21.6388069326884,67.85037715207
42.675,23.255,93960.6643254201,21.756958514514,65.1497467387472
42.673,23.256,94213.0279141274,20.8760332409972,73.2812807017544
42.675,23.256,94032.6328373084,20.3634122594769,68.3145898144948
42.717,23.256,94508.5873937747,21.6763504611331,61.667261198946
42.728,23.256,94905.8332917965,20.447688935041,66.9473208722741
42.671,23.258,94213.9805681489,22.8059754188649,66.0572236071656
42.721,23.258,94618.6087475516,22.4740989745362,57.9957166724277
42.648,23.259,92787.7427143114,19.7190367219793,72.7590463068352
42.675,23.259,94306.2791474469,23.3201761331038,54.0113757888698
42.681,23.26,94432.9155695402,21.7511333333333,56.7144735632184
42.683,23.26,94374.73472001,22.035362742658,57.2625360876058
42.689,23.26,94438.003799034,20.5591836494287,63.2011143833196
42.683,23.261,94387.9685169724,22.5390244974184,58.6248511479732
42.653,23.262,93515.9261689995,19.0281665802661,69.9554501468809
42.66,23.263,93720.2264352392,23.7248847724621,51.5605498833139
42.667,23.264,94193.1757959913,22.1674098606151,64.9115263218523
42.645,23.265,92471.75329786,19.5914893001735,77.3891833429728
42.675,23.265,94697.632926045,23.4254019292604,55.3802090032154
42.676,23.265,94452.7173144054,21.8329264603212,57.278327321387
42.689,23.265,94464.5803958407,21.6732972941037,67.1509860569538
42.742,23.266,95176.1377829073,23.6662404062554,52.4383640140804
42.676,23.267,94675.8758099913,28.3976783136009,38.396710944268
42.67,23.268,94386.7685801036,20.6648395546824,65.6420735845687
42.67,23.269,94036.3493603714,21.0415913340641,68.4467180346895
42.643,23.27,92481.5154950661,19.9229516009935,68.0352191716453
42.747,23.27,95782.0080896523,21.3233137829912,60.4921365731043
42.686,23.271,101175.681415631,-30.9351611544133,86.738597008637
42.713,23.271,94965.4541674052,22.3869778434269,57.3384874446086
42.737,23.272,94979.593821045,23.0260057922047,58.4658670206347
42.738,23.272,95145.539658728,23.1177826444019,68.3738707911306
42.663,23.273,121430.445716029,20.247602974496,73.5988067158543
42.645,23.274,92653.8393364709,22.335716111789,62.8658084945674
42.66,23.274,93952.8824092096,21.3297679800617,70.7634470685972
42.658,23.276,93844.0662195193,20.6523706216011,70.8433454183966
42.677,23.276,94748.787959101,23.0625652966188,52.3915144766147
42.661,23.277,94084.8824456654,21.8529017094017,72.2142423687424
42.694,23.277,94709.9427202117,22.2623784592371,59.2222139117427
42.701,23.277,94784.4402688452,20.1241253838577,64.1160982675705
42.707,23.277,94590.7275970448,22.2304833458552,70.9750175306787
42.665,23.278,94306.2044288351,21.3311377153404,65.4009931296144
42.693,23.278,94809.8737852163,23.4894849340324,52.5419237195368
42.703,23.278,94741.9181205515,20.4852638666239,73.8984341134979
42.747,23.278,95194.884587156,23.0736742367273,61.265638441871
42.645,23.281,93097.3280012426,20.0791519105312,78.8979036968002
42.673,23.281,94459.0659638834,22.5816740216003,56.7010533039136
42.695,23.281,94803.8952959924,22.8681318234217,57.8204428019258
42.695,23.282,94684.5897708598,21.5212301816919,60.7393964818887
42.701,23.282,94771.3565371369,23.3092486511308,52.709201010217
42.665,23.283,94417.2758933458,21.3623299739705,56.5950016685577
42.643,23.284,92943.4252930122,21.9253556514477,54.4778097160356
42.664,23.284,94070.4908108298,21.5457775128007,72.9185375604966
42.666,23.284,94292.9494711045,24.5425988829363,52.8228188760971
42.67,23.284,94461.6080262779,20.4502039993085,66.1243127989397
42.677,23.284,95045.0653449951,25.9383673469388,33.3704470359572
42.693,23.284,94568.1270138689,22.3683599010186,67.7377458709789
42.68,23.287,94620.0222208303,21.2484866380339,60.3258029109998
42.681,23.288,94400.4546322481,23.5477144724335,57.3303309173004
42.683,23.288,94411.2933412145,20.5677426580388,65.3866774514684
42.707,23.288,94889.1475934647,23.2177894063608,55.519440665155
42.734,23.288,95249.1656787426,27.9494623460161,37.4600449056375
42.662,23.289,94371.7673206127,24.2677882289707,55.195614082236
42.668,23.289,94317.8370975003,21.8445089444379,67.6146084587134
42.674,23.289,94619.58366267,21.5771339635693,60.2822907539774
42.681,23.289,94646.3981634544,21.211647516679,67.8855423770694
42.694,23.289,94842.8483122534,23.7684213274542,59.8811145277327
42.729,23.289,94963.2609464008,21.0003877524599,68.6929531330917
42.715,23.29,94588.7986763468,17.1505555555556,77.1165193602694
42.646,23.291,93378.1343053238,22.1130138025178,61.1994645836493
42.698,23.291,94937.1131916498,23.779079733256,63.7003177732676
42.656,23.292,94206.1413315808,21.2832015087439,60.9117339124471
42.665,23.293,94173.1690407149,23.9302207361818,53.1411693691561
42.68,23.293,94570.3629797794,21.5575245098039,65.4326004901961
42.678,23.294,94659.7342210239,21.0630184959703,60.7828155621267
42.682,23.294,94429.0559061768,23.0103723338676,56.9059980273702
42.726,23.294,94877.4602194227,22.5178680694954,67.9639966775109
42.666,23.296,94397.7520899412,21.8487298041843,59.2103826967463
42.681,23.296,94795.6981076605,20.508330079858,73.5528689736764
42.633,23.297,92393.3051750116,22.0620050996755,60.1957336578581
42.655,23.297,94124.7264209185,22.1620738981873,57.7689500202699
42.724,23.297,95263.0190866029,22.4782661542586,57.9810849941907
42.729,23.297,94681.0739750347,19.1830152565881,71.7114313453537
42.736,23.297,94895.2073406863,21.5920759803922,58.0809712009804
42.659,23.298,94398.5941017303,20.8094228312623,64.5996957380095
42.699,23.298,94795.8682343444,22.9451499250375,54.2115321185561
42.632,23.299,92359.9289103278,19.7947674623189,63.8135868863996
42.657,23.299,94489.6263392538,20.7325527476457,64.7873775181786
42.665,23.299,94558.0999374457,21.9233159571387,58.0561726035332
42.683,23.299,94629.9975301136,23.1477939658139,54.3014299644373
42.686,23.299,94489.6951868443,25.2832016975127,52.1821442885772
42.688,23.299,94659.984206459,21.984276816609,59.7673131487889
42.673,23.3,94613.6883323652,22.079437732342,59.3696805297398
42.678,23.3,94598.9198533463,20.4158240155566,65.3491492464754
42.629,23.301,91984.9163253242,19.2436378082888,74.9856273836766
42.656,23.301,94259.1221766373,23.5536849172013,54.8069774727734
42.685,23.301,94820.2787612353,22.7658250749021,54.2989410002305
42.705,23.301,95033.2583296829,24.9820017141225,50.9124645271879
42.704,23.303,94647.4381030187,23.421571933484,60.7895874616142
42.699,23.305,94780.5931118808,22.009225440806,65.5314420654912
42.686,23.306,94790.3190700212,22.5042911238046,64.7694287914768
42.663,23.307,94329.741982033,19.1416120817712,77.4290330338827
42.689,23.307,94781.4032467895,27.8769165270798,49.3101563372418
42.724,23.307,95092.7860800945,23.7525542194546,54.2288426025338
42.734,23.307,95030.4901793461,21.0969744253804,68.4578193590159
42.708,23.308,94918.4486233317,22.9010856401384,57.5067690311419
42.64,23.309,93688.7494260729,21.7792893959576,56.1797115885794
42.678,23.309,94612.6222696184,21.2642716582673,59.4784545236381
42.671,23.31,94662.7310876848,22.9809923752311,61.3152397181146
42.68,23.311,94856.799065953,23.3582878683241,56.4207026933702
42.69,23.311,94835.4836693753,22.6418067546978,55.7816061452514
42.732,23.311,95321.3535751596,21.8271688914684,65.7798218224028
42.656,23.312,94259.0408166052,21.2395425372115,65.0833353816742
42.693,23.312,94921.6088728672,23.1293571551675,60.309206066525
42.668,23.313,94257.1423144543,22.3377445427729,57.8851368731563
42.649,23.314,94013.4086219739,19.8740285536934,74.6534705152079
42.66,23.314,94214.2852241469,27.7763434424814,40.7499274903608
42.709,23.314,94831.6863772894,25.6571831501832,54.5101025641026
42.62,23.315,92132.544050263,19.4884418468732,71.4631022793688
42.652,23.315,94137.635952671,23.803653500377,55.0606745548402
42.66,23.315,94327.0701073382,22.3231809268242,58.695375167716
42.654,23.316,94239.9238842018,22.9229421009098,65.5148163771712
42.671,23.317,94297.9467401365,22.3272902927224,55.8355194955455
42.698,23.317,94869.207994937,23.5448892468788,57.3091870433232
