"lat","lon","P1","P2"
42.716,23.218,52.7471577177028,26.4065709480503
42.751,23.219,45.9598090040928,26.6959529732766
42.67,23.227,53.219557184016,21.7870787924339
42.698,23.228,84.2385232328225,45.6037456747405
42.649,23.229,33.615109516149,15.694724044054
42.672,23.23,41.7021474176623,23.2451596181807
42.669,23.231,43.0001645123384,22.337473560517
42.655,23.236,47.4134779499404,23.4500011918951
42.66,23.241,60.1572019765287,34.9328474366893
42.664,23.241,42.9330516721491,23.1726713267544
42.685,23.241,37.9012650033715,16.4337302764666
42.777,23.242,46.2105862657563,26.2283075105042
42.685,23.243,29.3831483822042,21.2597093023256
42.715,23.244,31.5589631633971,19.3124820121764
42.779,23.244,82.4537251629312,38.3749046256557
42.679,23.245,68.3591004384763,28.7789312140312
42.669,23.249,47.8720938760543,28.9918973230656
42.724,23.249,53.8035671567406,24.6432550461002
42.686,23.251,66.0544887403015,30.7338264050968
42.684,23.252,54.8177948106174,30.7487265135699
42.726,23.252,54.3853937854211,30.1404911732135
42.678,23.254,80.3863908746193,54.6620923727233
42.664,23.255,48.7290566617502,25.7683763520157
42.675,23.255,34.2947905098435,21.1143532306916
42.673,23.256,47.368814141638,19.1172802837194
42.675,23.256,75.9298275535342,31.8898256585181
42.717,23.256,38.3318977647718,19.7152555880705
42.728,23.256,50.836745899691,31.1732469693368
42.671,23.258,46.8894274293104,23.5024401857622
42.721,23.258,42.7957663173842,21.0981795227875
42.648,23.259,47.0925865378661,23.7595207133569
42.675,23.259,46.2290219793713,28.0984270628684
42.661,23.26,40.4348727984344,19.8968786692759
42.681,23.26,29.3164639459957,14.8115286897821
42.683,23.26,55.1856760281715,31.1214798713155
42.689,23.26,86.2026062593145,46.9166259314456
42.683,23.261,38.4712283429587,20.5583037168666
42.653,23.262,47.4314224592299,27.5308253239908
42.66,23.263,47.0189186807654,27.4287046827795
42.667,23.264,76.465795182938,33.2472016914874
42.645,23.265,43.3121184467828,23.5787168265202
42.676,23.265,51.61986820838,26.9289829665548
42.689,23.265,110.675137265561,49.4845786898614
42.742,23.266,80.8580975244747,45.0599538567064
42.676,23.267,47.204,27.183
42.67,23.268,54.6702188563422,30.1400333622473
42.67,23.269,62.7853610896942,31.3925289128759
42.643,23.27,12.8306685001058,4.95590755235879
42.647,23.27,46.5544469790382,37.2551454993835
42.662,23.27,61.5308040434017,40.0064184364277
42.718,23.27,60.3683310926424,26.1737417501833
42.747,23.27,66.2675690675876,42.5775191169216
42.681,23.271,60.9608736196319,35.647936196319
42.686,23.271,105.579358373766,47.5213878199766
42.715,23.271,49.7680609577249,28.6724835809475
42.737,23.272,85.0021463897132,37.7993289203378
42.663,23.273,72.0696592693752,43.1426480027313
42.645,23.274,37.2990096320079,17.5876321313905
42.66,23.274,39.8584779224014,22.5996506196674
42.669,23.275,52.7729319437998,31.5981912155605
42.658,23.276,45.4364281908821,23.133376969328
42.677,23.276,97.585036567528,49.3990492442711
42.661,23.277,61.4961247062077,31.234154569335
42.694,23.277,105.149608003824,48.9859571126135
42.701,23.277,81.7164319012221,46.7725066145899
42.707,23.277,36.6638500921565,17.4882326438665
42.665,23.278,66.4485499615453,29.5370419452168
42.693,23.278,147.716860837585,69.6537187092182
42.703,23.278,97.8677847568478,41.5935938612964
42.747,23.278,45.4315827429957,22.3840015316868
42.673,23.281,34.4412310853727,21.7106320443365
42.695,23.281,123.639841869577,60.2663441085922
42.695,23.282,114.214338924676,54.0190464953122
42.701,23.282,57.4560050384513,34.6505210819411
42.665,23.283,48.1021064657568,26.9913308219601
42.708,23.283,69.8375454283242,34.332492644938
42.643,23.284,21.5235538531455,15.6412724793871
42.664,23.284,40.059454798331,20.8015695410292
42.666,23.284,41.2924102987097,27.2892187592058
42.67,23.284,41.9708594037541,22.0301171635382
42.674,23.284,32.1372100481026,22.8610475681454
42.693,23.284,95.5078546569929,45.7695853241314
42.66,23.287,48.8243544434413,25.5386347220431
42.68,23.287,34.050733939204,19.5792635537449
42.672,23.288,60.5348830173457,41.9404881000403
42.681,23.288,90.5375834763099,45.9001194404118
42.683,23.288,47.939103248916,25.9953823917552
42.707,23.288,59.1640161439725,30.5294594415773
42.734,23.288,113.585405450594,67.5475522487878
42.662,23.289,27.7118289085546,16.6987399915718
42.668,23.289,36.8535159655944,20.1117862613409
42.674,23.289,41.3981941867656,20.9504143475572
42.681,23.289,64.4047060645481,39.5256296846931
42.694,23.289,73.253434298441,50.6584467069679
42.729,23.289,79.3575307551145,38.0395792836267
42.715,23.29,62.4577159607562,30.6290093323762
42.646,23.291,48.6446009741476,21.2797414762083
42.698,23.291,75.0792265128326,31.4500111843654
42.656,23.292,40.1342671811589,21.7194132126938
42.665,23.293,38.5514602531023,19.9438862268092
42.68,23.293,57.9536752425137,29.4872914382117
42.736,23.293,47.6005487915682,26.8873529589921
42.678,23.294,51.7640024607813,24.7478954167948
42.682,23.294,34.7436126665379,18.8388794490571
42.726,23.294,56.0547563149161,39.5377075778993
42.666,23.296,36.1692205547262,19.7871132238548
42.681,23.296,57.629806185567,29.0664536082474
42.701,23.296,68.6487615951796,41.4555466582098
42.631,23.297,49.9194440592499,16.6927248660574
42.633,23.297,25.9397482362706,13.4354647945774
42.655,23.297,52.8703980404164,27.592569231816
42.724,23.297,63.0087060033801,37.2371195532368
42.729,23.297,70.4595926158054,33.7357233206085
42.736,23.297,59.5480265606496,32.9227076636779
42.659,23.298,53.0891285457141,26.3866718391161
42.699,23.298,93.4809476923077,47.3053661538462
42.632,23.299,34.1227633756205,17.3652148066434
42.657,23.299,48.1689996234467,25.180268608008
42.665,23.299,42.7764032121724,23.7836680352614
42.683,23.299,44.7457393698379,24.75586356684
42.686,23.299,58.3358414281964,31.2000111577842
42.688,23.299,58.4205363066716,29.5568202481877
42.698,23.299,74.6926430248363,38.317462622019
42.673,23.3,48.3545988831381,23.4330849904658
42.678,23.3,55.0047601500737,26.2990747688597
42.629,23.301,35.2213419614249,17.6452214613307
42.656,23.301,26.1743621876692,16.358663262938
42.627,23.303,39.1318497770042,19.565479712825
42.65,23.304,24.0460876623377,15.247012987013
42.699,23.305,61.014884631064,27.2086783530371
42.686,23.306,48.0827373500261,25.5779225352113
42.663,23.307,15.19,13.625
42.689,23.307,65.7701049577082,31.194037784775
42.724,23.307,82.2885272958104,49.3802708421498
42.734,23.307,42.6429837361301,16.5790416476668
42.708,23.308,89.638471277288,38.7919446252145
42.64,23.309,35.4919859957863,20.9057336720783
42.678,23.309,35.4316061091267,23.0896317280453
42.671,23.31,40.6550398773006,23.9279134969325
42.708,23.31,53.1981874491647,27.9127097541137
42.68,23.311,39.3960276383547,23.0155094192034
42.69,23.311,60.5404419651113,32.8309159834802
42.64,23.312,82.5348830995324,43.7752705410822
42.656,23.312,81.1279849070164,34.782603539664
42.679,23.312,23.4541748963438,11.7271609498681
42.693,23.312,33.9419978401728,21.7852255113709
42.705,23.312,53.6139211752524,38.6934681594616
42.708,23.312,48.7702482203652,33.8815580315692
42.668,23.313,43.5912061376696,21.1475754982272
42.687,23.313,53.5276957084322,33.8028725469053
42.649,23.314,44.4968252388535,24.8078105095541
42.62,23.315,24.7133224009901,12.9683657178218
42.652,23.315,33.8797602973057,19.8143976463301
42.66,23.315,54.7632081464873,24.0875460886896
42.654,23.316,55.0127469925774,25.2091432045047
42.671,23.317,47.5154285185414,27.3840007404208
42.698,23.317,37.114908209001,15.4972376742187
42.694,23.318,94.4441737168641,53.13850535815
42.671,23.319,74.4263051209104,29.4642695590327
42.625,23.321,34.3046040584014,16.858417470923
42.676,23.321,62.068054496594,30.7803762264858
42.706,23.322,49.1872197760725,23.9221713423072
42.618,23.323,39.2052065245988,19.4221599579058
42.672,23.324,64.7360033393111,28.6124649063138
42.68,23.325,47.7181771708172,30.1394960928942
42.622,23.327,41.5861940386428,25.5375076578699
42.706,23.328,45.7178681944714,28.1207205282579
42.67,23.329,59.6402662850204,24.0959189869026
42.675,23.329,43.4357339023938,24.1020207830766
42.679,23.329,50.073113349822,28.6442564999698
42.691,23.329,47.3180225327834,30.106477867389
42.651,23.33,0.849436228563494,0.779964590710269
42.654,23.33,48.9716042814221,24.4129243865799
42.687,23.331,55.4860936145623,32.2831421554464
42.63,23.332,17.2896313823163,9.25372353673724
42.637,23.332,28.3313913231635,20.0759839878827
42.646,23.332,51.4073371386028,28.1071795508128
42.652,23.332,60.9634057498733,25.7789376493591
42.677,23.332,41.4809334949775,23.6088612746796
42.699,23.332,68.3932146892655,30.0291807909605
42.678,23.333,31.7434909251881,20.4428410801239
42.624,23.334,33.9325873268783,21.3334777546268
42.677,23.334,35.3277728162466,21.9759469048202
42.703,23.334,55.0152200557103,30.2654909470752
42.651,23.335,50.1323465790739,29.1380692196763
42.672,23.335,64.1290824202001,28.5012243925679
42.683,23.335,55.5837325855962,26.1349002361275
42.697,23.335,69.1535114861697,29.2697271448664
42.623,23.336,56.3025139590534,40.6074341930338
42.655,23.336,38.0619058725033,20.593922377706
42.721,23.336,96.7535149763208,39.6616618488222
42.644,23.337,34.6295914626936,20.5896801466241
42.694,23.337,47.1854351204351,27.090721963222
42.695,23.337,57.9320226547343,30.1376306402153
42.621,23.338,47.7933983072583,23.74394780713
42.652,23.338,49.5011854237716,24.4143071870658
42.693,23.338,50.2939479392625,31.7653796095445
42.614,23.34,52.5257046061633,28.4809876864942
42.694,23.341,57.5242065103686,23.9659602486001
42.726,23.341,133.901828163772,70.6661389578164
42.74,23.341,58.3545686236265,25.6921494051102
42.698,23.342,48.7576481103967,29.557439548377
42.7,23.342,69.9099667133847,37.885650840925
42.687,23.343,91.5344596818431,57.5838617663193
42.698,23.343,63.3023308423913,34.152
42.646,23.344,15.1084301075269,8.2448064516129
42.668,23.344,7.3892234141791,4.62612639925373
42.696,23.344,78.7027534803499,48.0093692250832
42.646,23.345,30.6386868112336,21.2160490579453
42.668,23.346,33.132673671199,13.7728782447466
42.669,23.346,46.0825293970478,30.8704159369527
42.584,23.347,38.7298733371073,27.0238189923578
42.664,23.347,41.6296843711844,25.7853919413919
42.698,23.347,65.1833858784893,36.1285044334975
42.649,23.348,32.321295529553,16.8269516951695
42.657,23.349,38.0509125063678,21.4642358634743
42.661,23.349,34.927452264048,23.5431890646784
42.703,23.349,57.9390549278297,30.0659081705963
42.616,23.35,27.2842623696682,14.4166794312796
42.685,23.35,51.4200902720038,20.2611925406818
42.58,23.351,24.2177705096757,11.4065692286727
42.685,23.351,37.6813734466972,20.0988851893692
42.686,23.351,51.7561622119816,31.4571348694316
42.703,23.352,64.3015809818322,26.1399980672594
42.707,23.352,37.6410965250965,20.9788114543115
42.666,23.353,56.6457222359634,29.6609868909226
42.672,23.353,28.9941601033719,15.4302799655427
42.673,23.353,39.0455879977636,26.7950754799031
42.697,23.353,95.7170432946146,52.5795602655001
42.685,23.354,57.3164519112207,26.5891331689273
42.685,23.355,58.0130432777308,29.9870581904835
42.606,23.356,21.4297156310018,13.2834880118952
42.672,23.356,24.9675943396226,14.8379402515723
42.675,23.356,58.3081824317809,29.681093433613
42.685,23.356,21.1270161513613,8.40583387171204
42.589,23.357,42.4844398263027,14.6651923076923
42.709,23.358,61.6816988214753,35.6870187690965
42.693,23.359,84.6547422599403,44.3253748231966
42.619,23.36,36.2914616471166,21.1077485721304
42.655,23.36,40.4528149568552,23.1010019175455
42.678,23.36,40.8524886906258,22.3275314149284
42.688,23.36,28.0605862521071,9.86752637822314
42.694,23.36,73.9344186954824,38.8511567504231
42.7,23.36,49.0185513752766,30.1396674043629
42.771,23.361,99.705289748954,52.6945324267782
42.608,23.362,40.0167634050288,21.1468149045744
42.609,23.362,24.6183054497267,14.6992744740765
42.692,23.362,82.9949916201117,39.7968463687151
42.665,23.363,43.5499621212121,32.0099924242424
42.707,23.363,73.6172953144266,39.1996664611591
42.65,23.364,36.1325322710148,20.0898178000124
42.678,23.364,60.6990988966081,23.2498024792263
42.68,23.364,51.9655418033294,27.937799987623
42.69,23.364,91.342557808829,35.9932069988871
42.692,23.364,65.6160924964606,31.0247404436055
42.677,23.365,37.0133167732721,24.7572166677017
42.619,23.366,30.0173689125126,13.0818869415314
42.622,23.366,26.4415208840607,16.2521040144846
42.632,23.366,35.853354187847,18.485664346602
42.644,23.366,33.01026987061,18.5720215650031
42.689,23.366,65.3276523729967,31.0513062310501
42.648,23.368,32.8156426576606,18.1038812755732
42.653,23.368,32.5773968976979,15.784967376585
42.621,23.369,25.6131212535493,15.6032474497844
42.639,23.369,46.7599509450296,22.2567566007791
42.657,23.37,36.2092817679558,17.452860650706
42.648,23.371,45.6854638379942,24.1736268081003
42.664,23.371,22.0520795067754,10.677223042836
42.702,23.371,100.330678638547,54.8752599707663
42.677,23.372,91.2315286670547,45.1183723806752
42.683,23.372,26.5233183856502,16.4769506726457
42.707,23.372,45.4892402689771,16.7373800594853
42.62,23.373,32.2243590272053,18.4847403132729
42.656,23.373,31.0687010271234,18.6465729749677
42.664,23.373,47.1170106761566,27.8054988342128
42.677,23.373,54.9359147540984,32.1591249544627
42.703,23.373,78.8768566838046,41.1081998714653
42.656,23.374,30.4705737956428,17.288485424977
42.637,23.376,31.9899572834768,20.7439051569368
42.655,23.376,33.1170933822111,23.2490960833494
42.682,23.376,61.419821386326,35.4572001419446
42.707,23.377,92.9265033246603,53.2082538305869
42.626,23.378,24.2444150943396,15.1670188679245
42.632,23.378,39.8483699639864,21.0338591767359
42.655,23.378,31.0711345381526,16.1618373493976
42.711,23.378,34.1440206185567,16.7803608247423
42.628,23.379,27.1581782104545,15.0255602405903
42.658,23.379,40.9275394718457,19.0653486097527
42.626,23.38,30.1366294515524,18.1256621302257
42.627,23.38,18.5214373919486,9.45401210175352
42.646,23.38,38.5485367746944,10.8480457985639
42.652,23.38,37.511200544089,16.531322964102
42.658,23.38,30.4327865541369,15.7492209478468
42.706,23.38,71.4087566502463,28.5076972085386
42.626,23.381,34.3283540943435,19.9667578789735
42.64,23.381,33.8981280131946,16.7700659731033
