"lat","lon","pressure","temperature","humidity"
42.716,23.218,94830.3343205831,24.3586270410758,58.0222198994293
42.751,23.219,95412.8786614129,23.1760585420771,57.9163771460737
42.67,23.227,93238.0753143341,21.9838633750832,68.7700726084589
42.698,23.228,94510.2295634658,24.2486633395466,55.0057224460345
42.649,23.229,92780.2971137477,20.7279765282435,77.1349600206345
42.672,23.23,93544.1716961627,21.6761239395472,69.3468807236362
42.669,23.231,93474.5018606379,23.2465491025494,69.1633874471247
42.655,23.236,93826.8892969305,23.6011915993538,55.2783689822294
42.675,23.24,93977.0642394224,25.0346524513096,53.0340138795612
42.66,23.241,94618.4493273367,24.1135393038717,60.1487654803807
42.664,23.241,93891.2787096231,22.7351205697622,67.2146792283535
42.685,23.241,94500.703058329,24.810507094062,58.9045401996847
42.777,23.242,95405.5762646923,24.4097015441346,58.7384725743259
42.685,23.243,94411.910346864,25.6925364431487,48.9452478134111
42.715,23.244,94775.722635263,25.2117171143902,49.7278225501324
42.779,23.244,95554.4148709626,22.7066861937935,64.9690207409753
42.679,23.245,94448.1170119638,22.3157645170703,74.3800233440327
42.684,23.246,94471.2138180487,25.1453713563157,50.7385012644749
42.771,23.246,95520.3563084,23.0595495280201,77.9946182339587
42.669,23.249,94321.8181253213,23.2988470437018,68.8810257069409
42.724,23.249,94871.217317765,26.7103746949007,50.7546777491919
42.686,23.251,94672.0111164605,24.5339345895244,56.7720702249523
42.684,23.252,94479.2574400232,23.7089555620099,60.0020424048795
42.726,23.252,95303.6444913638,24.5777747869,53.456506841633
42.678,23.254,94697.4888268778,24.1940290499869,90.2193738550118
42.664,23.255,94550.134882446,24.6929428054708,65.61833276817
42.675,23.255,94352.0313948886,23.9700514531268,59.4671678163519
42.673,23.256,94690.8867669437,24.1369518904366,70.3617347535994
42.675,23.256,94344.2670040092,22.5729902634593,66.6218728522337
42.717,23.256,94859.3951902617,24.6170439950158,54.5328141474169
42.728,23.256,95271.5909737639,23.0391254624958,62.5982111223231
42.671,23.258,94567.4199523409,24.7026167647883,65.5398155312588
42.721,23.258,94988.2883072143,25.6056768440962,51.2751742772224
42.648,23.259,93158.764059763,22.7346207567691,68.1144484515427
42.675,23.259,94688.465271435,27.1032695321245,46.3489584732483
42.681,23.26,94816.8733174425,24.103005608525,53.9146399326977
42.683,23.26,94769.4063379367,25.6475,48.3593714589235
42.689,23.26,94770.5025201542,22.7805509989485,59.6697216964599
42.683,23.261,94818.4015369917,23.5046097808563,57.4962023048904
42.653,23.262,93842.0229199941,22.2488013901213,63.1108111505472
42.66,23.263,94122.6417674789,27.5379158090432,43.2605491003253
42.667,23.264,94548.9977521712,24.9650201509905,60.8149912016802
42.677,23.264,94915.5208238744,23.9145781309118,56.6565285660235
42.645,23.265,92838.7884380132,22.7868680976383,70.4712187800872
42.676,23.265,94829.2582260614,25.5228308491418,49.3571849593496
42.689,23.265,94346.4868349754,25.2183251231527,53.5613669950739
42.742,23.266,95545.3682504764,26.7322686067325,46.3848091691206
42.676,23.267,94900.791511332,28.5681299236456,40.2833329293419
42.67,23.268,94883.1777236066,23.964479354761,59.3376297098832
42.67,23.269,94394.665282445,24.2786123986095,62.8591258690614
42.643,23.27,92787.9328850691,21.7812667116054,68.7005712841254
42.686,23.271,94629.9957769337,26.3547562154696,58.3064723756906
42.713,23.271,95281.3569688707,25.1165167007498,52.6097369915928
42.737,23.272,95344.1015867593,26.0944931107875,50.5600509689705
42.663,23.273,161644.23094127,22.8879762693888,67.2918580140528
42.645,23.274,93044.2600898407,23.984802237541,60.4602994688665
42.66,23.274,94336.0389859376,24.0048518124265,65.8800644293798
42.658,23.276,94185.8728963173,23.2220878186969,68.5392543909348
42.661,23.277,94295.8264845938,24.0596580298786,72.4880077030812
42.694,23.277,95092.1817495312,25.1168464117279,51.3564935507699
42.701,23.277,95162.2240058348,22.3246465439856,61.0629791292639
42.707,23.277,95060.0791230311,23.9126706399886,66.3684262806868
42.665,23.278,94645.7093587815,24.0367003572772,58.886418296352
42.693,23.278,95192.4847355121,26.3399870844564,46.2306485849057
42.703,23.278,94965.0624973256,23.2969850231784,68.943784619042
42.747,23.278,95538.0202259649,24.6390133333333,60.2383887719298
42.645,23.281,93444.103774079,22.4714485247046,91.259082232439
42.673,23.281,94844.3099465978,25.795007751938,50.3031002009762
42.695,23.281,95154.7910084377,26.0086629014698,49.0534676102341
42.695,23.282,95052.0921310737,24.951848994989,53.8956792973369
42.701,23.282,95150.0731049922,26.4678783299754,47.5241258115066
42.665,23.283,94849.0118155139,25.4116900679019,48.647671193463
42.643,23.284,93312.9495188759,25.4740121738004,45.6928893349738
42.664,23.284,94438.3614263188,24.7166700114679,64.9910041571101
42.666,23.284,94675.3178292521,28.5868001323627,43.6359315023163
42.67,23.284,94847.2612446713,23.1452137087727,59.6386218308279
42.674,23.284,94784.6121707427,26.1826430334306,46.1173120933363
42.693,23.284,94902.5267618353,25.4993886021988,61.4984827238053
42.68,23.287,94984.7473626502,24.1123600117268,53.9302005277045
42.681,23.288,94772.4120914151,26.5333974250857,49.4155934109181
42.683,23.288,94798.4814936268,23.8663215228255,56.5653551575046
42.707,23.288,95277.6654692465,26.1344070585565,47.9692646391285
42.734,23.288,95597.4420697944,31.352386438992,32.7930064655172
42.662,23.289,94668.7580284858,27.0001536731634,47.4194190404798
42.668,23.289,94672.3291667601,25.5928176516766,58.0143540428395
42.674,23.289,94987.4355687616,25.8203268486853,48.7219453944049
42.681,23.289,94932.718833267,24.2703185619205,63.5217202343706
42.694,23.289,95224.9875587467,27.0843668407311,64.5756005221932
42.729,23.289,95399.8774299669,24.7415033963959,59.111638129456
42.715,23.29,95082.6645950813,24.8995525915921,59.0687692047949
42.646,23.291,93825.0418240181,23.61375,60.856499244713
42.698,23.291,95305.0019519136,27.7612799814159,54.2424774957895
42.656,23.292,94598.7529693231,23.8830454595976,55.1731304879404
42.665,23.293,94468.2468272667,26.3003467902052,46.9541588352085
42.68,23.293,94890.8415027743,25.0127242601726,53.7669420468557
42.678,23.294,95036.1841777447,24.2611969974788,53.3084763923906
42.682,23.294,94800.8133137432,26.6445388788427,47.803099005425
42.726,23.294,95268.0504814421,26.1368655880871,58.4274802664726
42.666,23.296,94830.6610656197,26.551270330903,45.2789758833427
42.681,23.296,95213.1974121014,23.2605314799673,65.2541185609158
42.701,23.296,95275.7654591514,26.122619033911,51.6350250446197
42.633,23.297,92787.7113860329,25.1158087533007,53.7281628181358
42.655,23.297,94505.6597284818,26.3202770312177,49.0353559368755
42.724,23.297,95503.9489589243,26.5800499262453,50.2622824236923
42.729,23.297,95249.5054883987,24.4278945860785,61.6070552850186
42.736,23.297,95189.3327206646,24.8761578400831,51.0060164549884
42.659,23.298,94789.9324554657,23.7602951987785,57.4502414748629
42.699,23.298,95186.8041317265,26.0590790358744,46.9829360986547
42.632,23.299,92773.6752566114,22.5001540788884,58.258114634693
42.657,23.299,94855.0519748858,23.6972767630644,59.7284823693557
42.665,23.299,94942.1395344266,25.0253274177244,51.1849837133551
42.683,23.299,95015.3088200771,25.5101028450059,54.7139785366944
42.686,23.299,94835.2834219601,27.6412096188748,51.6026152450091
42.688,23.299,95039.2962157107,24.7868867603718,52.7183308773521
42.673,23.3,94984.3469805158,25.2460530465142,51.6330566505237
42.678,23.3,94777.9589946029,23.9286468774094,61.9239876638396
42.629,23.301,92361.4862872846,22.0407242228202,71.5894973378371
42.656,23.301,94544.4601078894,24.0236946504833,57.6547117329737
42.685,23.301,95006.1756159966,25.8654812585107,49.9814534508708
42.705,23.301,95243.6241765861,25.798646712123,44.6974274817982
42.704,23.303,95007.789557179,26.7890030907558,54.8110806406294
42.699,23.305,95283.4687449961,24.0516145796755,58.3674808624201
42.686,23.306,95166.980376544,24.7398339129392,57.4083019546708
42.663,23.307,94697.2249624845,22.2742506687545,72.5663769817968
42.724,23.307,95557.3139419432,27.4159877969862,45.3945483960433
42.734,23.307,95364.8164075028,24.364650974623,62.6261691798455
42.708,23.308,95332.7697072869,26.9002870947806,46.9264908140907
42.64,23.309,94064.2797895977,25.5129624642316,48.1003243000617
42.678,23.309,94983.4114196797,23.8107423753749,53.8874667572003
42.671,23.31,95024.5457319588,26.133570544919,53.7246509572901
42.708,23.31,95305.3430232558,25.7823720930233,42.4190697674419
42.68,23.311,95238.0098921607,26.6575202547913,48.1590976141253
42.69,23.311,95214.4229461185,23.7391301669094,55.1480150106419
42.732,23.311,95689.3475722643,24.4846013994035,60.4145641202111
42.656,23.312,94572.6487633492,23.3002635764599,61.797839127471
42.693,23.312,95304.0029409455,25.5286893612248,52.1875615501094
42.668,23.313,94631.1173641612,25.8471493185741,49.1455287746236
42.649,23.314,94325.4550642674,21.1968894601542,80.6408483290488
42.66,23.314,94615.418662917,30.9722748788773,35.4159714874422
42.709,23.314,95377.6725638859,26.4664054910243,52.3999831045407
42.62,23.315,92519.0588759756,22.5245405343816,63.9660365749445
42.652,23.315,94521.2532038234,26.534247399494,47.4713517008715
42.66,23.315,94551.1523789127,24.8015512355848,56.2186780889621
42.654,23.316,94639.0317868701,25.7790996301433,57.9236026352288
42.671,23.317,94676.8387936046,25.6093414579606,48.7486230992844
42.698,23.317,95236.8538450767,26.7590702363616,48.8440635151787
42.66,23.319,94698.0288092606,23.7100644804716,72.6611735445836
42.671,23.319,94659.3580539533,24.781391365146,59.0592011886034
42.625,23.321,93229.4490972081,25.6188363562258,44.8837742001223
42.676,23.321,94972.8526411381,25.9628351327036,56.7659486054881
42.706,23.322,95492.9348030966,24.8167210815663,65.3217799842926
42.618,23.323,92540.5127388858,23.0957574563872,60.216924592009
42.691,23.323,95151.0105787439,26.8214555437279,51.8741447700151
42.672,23.324,94496.5002486838,25.7704648818192,54.5786210373026
42.69,23.324,95169.4320787304,25.9551376661246,57.6008226321987
42.671,23.325,94707.7121359223,21.1825242718447,73.327572815534
42.68,23.325,95308.0105279766,28.4634000112695,40.3020859863639
42.623,23.326,93232.477402723,23.2128703221486,62.7722557845398
42.622,23.327,92992.691851272,22.2049600223651,71.1227643276489
42.706,23.328,95529.1895990265,25.3388735658825,53.5613170703442
42.67,23.329,94797.4695507524,23.3235379167896,62.4841406019475
42.675,23.329,94626.3633065407,22.8747081282026,57.403459258515
42.679,23.329,95123.3063005489,24.9682659348045,59.6694113363952
42.691,23.329,95284.2843260662,26.0931743540884,48.1719301686936
42.651,23.33,94628.3261214743,23.4555000561861,65.919797730082
42.654,23.33,94618.2425420498,24.4439005382373,67.2731683112806
42.652,23.332,94638.9563570987,23.1104629473566,60.3161924827237
42.677,23.332,95064.2004977243,23.8402363823227,63.4120408163265
42.692,23.332,95367.3699982885,24.0567326563213,61.325575650388
