"lat","lon","pressure","temperature","humidity"
42.716,23.218,95210.7200894765,4.49862847222222,74.496453659188
42.751,23.219,95793.82870737,4.12872844552306,67.0563168987099
42.67,23.227,93431.8035968133,3.31746380325598,77.4878656044337
42.698,23.228,94850.2128666018,4.60709834469328,65.7076611489776
42.649,23.229,92897.6794792067,3.4868163787588,72.5112623160589
42.672,23.23,93768.8949244961,2.67740416809019,87.7348431841476
42.669,23.231,93684.4874662206,2.97572062797581,85.4840277956505
42.655,23.236,94048.7037037318,4.42161711165049,65.3501479065534
42.66,23.241,94660.0250132071,3.96051287695355,72.7476315210213
42.663,23.241,94942.4809060403,5.41628635346756,56.5557158836689
42.664,23.241,94197.0079890095,2.67707011686144,74.4112298274903
42.685,23.241,147875.38004436,5.06578308890096,71.6892603657433
42.777,23.242,95789.8599453801,5.41904285064048,66.2855458742441
42.685,23.243,94436.6893601779,9.6192243083004,57.2522406126482
42.715,23.244,95111.9075764994,7.46255105327578,50.186572183212
42.779,23.244,95883.8496356489,2.85294731272205,81.168753496107
42.679,23.245,94572.8433402909,2.65823996768112,84.181337193644
42.657,23.248,94304.0251095792,3.19951485985563,67.2453352409443
42.669,23.249,69468.8828629518,0.963844879518072,81.3722003012048
42.724,23.249,95193.1393905018,5.51081010062168,65.8248144587579
42.686,23.251,95068.7982585016,4.43822662061637,70.0785686769394
42.684,23.252,94774.2123899534,4.7144458829622,69.5317678663905
42.721,23.252,95442.4758426448,4.41060855111275,56.9048370117278
42.726,23.252,95677.5155640125,5.50084048920114,58.8285688264377
42.678,23.254,94977.4055712992,3.48770703933747,97.2400045289855
42.664,23.255,94817.9357785033,5.81648606228026,70.0201199146158
42.675,23.255,94925.3210084961,2.72357938872338,68.3821372613925
42.673,23.256,94895.9171765355,5.03026538912249,78.1403708554491
42.675,23.256,143177.730387428,3.13267094291212,78.5822386144965
42.717,23.256,95291.6899942613,4.55053561180897,63.4467569980233
42.728,23.256,95686.2253191215,3.44146518966961,77.9905719070007
42.671,23.258,94889.9750566723,4.13356753710314,80.7551862984533
42.721,23.258,95414.9437440422,5.84577032075229,60.1816720340075
42.648,23.259,93252.5949080158,2.98875237260914,78.5740750474522
42.675,23.259,95024.0272643912,9.39663779928681,46.4994498217015
42.661,23.26,94783.5046283855,3.99940793617468,50.4723241654419
42.681,23.26,95176.680148001,5.274869297796,59.1475948231676
42.683,23.26,95157.1122123104,5.13612463361794,58.3295182872435
42.689,23.26,94929.1353191489,3.72816379201813,69.9067568928616
42.683,23.261,95201.4779446795,3.75854411534242,67.2309348064567
42.653,23.262,94116.0033524379,3.36948749896171,74.9106877647645
42.66,23.263,94460.233986281,6.2151614573222,53.0816566362519
42.667,23.264,94860.273004168,4.26399102276371,77.362481564604
42.645,23.265,93096.2629147894,2.82629382957884,62.2359764936337
42.665,23.265,95111.2157331536,1.3187358490566,59.898218328841
42.676,23.265,95191.4373116825,4.91631226238804,58.6114008634577
42.689,23.265,95200.5921185399,5.50540151788941,67.470756776292
42.742,23.266,95998.0773331568,5.84688029661017,62.3917015360169
42.676,23.267,95313.619150114,7.29715727775969,59.3287105177467
42.67,23.268,95073.1404474534,4.57646161248196,84.7333479964259
42.67,23.269,94420.3762980059,6.70426698670606,76.7045568685377
42.643,23.27,51868.595116262,-144.02,63.6799058130979
42.662,23.27,94754.1665476342,6.8625526080857,54.9260681035582
42.747,23.27,95429.6636146435,8.22457803468208,98.3055684007707
42.686,23.271,95020.5583181926,5.7821976459436,68.8717639623983
42.715,23.271,95566.767355919,5.09090342679128,63.5138265835929
