"timestamp","P1","P2"
"2018-09-01",37.6136340338288,25.2782316760636
"2018-09-02",40.3228937653815,24.7049189909762
"2018-09-03",35.3695248915513,19.5399793431109
"2018-09-04",22.4804600381598,15.8608585965656
"2018-09-05",36.6562709778474,27.0977198478407
"2018-09-06",47.8083741112505,32.6349487662066
"2018-09-07",46.8315067868142,30.9534242044029
"2018-09-08",40.2344175220816,23.9702721413225
"2018-09-09",41.493427240221,26.9798006284538
"2018-09-10",14.6974943438914,10.1414852941176
"2018-09-11",14.1072121909143,8.35340885566417
"2018-09-12",13.7752349988592,8.36940109514032
"2018-09-13",15.2872618477741,9.57828865485878
"2018-09-14",19.6439094019111,10.4865199952814
"2018-09-15",33.5819199479336,23.378185269552
"2018-09-16",21.2972824098978,15.9705034965035
"2018-09-17",37.9334227877386,26.2298958935801
"2018-09-18",17.7054127057732,13.2300359378623
"2018-09-19",10.6963763625932,6.18265748709122
"2018-09-20",11.9023578674216,6.48080443500826
"2018-09-21",18.7299515367938,10.638555031246
"2018-09-22",32.1226243162606,19.8940651417205
"2018-09-23",41.0126991890848,26.7023014544986
"2018-09-24",27.9266422040423,18.4371811838306
"2018-09-25",11.496577205013,8.39132300780326
"2018-09-26",14.9912049358819,9.04700580691991
"2018-09-27",22.8887562370695,13.0965997322624
"2018-09-28",15.073755645353,8.46816139767055
"2018-09-29",39.9710220841194,27.6183808678282
"2018-09-30",24.9256015353245,17.3253424493223
