"timestamp","P1","P2"
"2017-11-01",27.3679755766621,13.13365807327
"2017-11-02",136.716763085399,67.8553099173554
"2017-11-03",79.9463045002103,39.0831431375298
"2017-11-04",73.922357494722,41.1972470091485
"2017-11-05",69.872338799333,37.0945705947749
"2017-11-06",57.1462466051059,30.187525801195
"2017-11-07",56.1713950654889,31.3315367042339
"2017-11-08",67.3263240469208,35.5953929618768
"2017-11-09",87.0028361550301,43.0373807191829
"2017-11-10",143.846048691759,74.1426570589058
"2017-11-11",101.379978976875,53.6958220042046
"2017-11-12",48.5051842615683,27.2087337212524
"2017-11-13",74.0684179970972,40.7563933236575
"2017-11-14",55.0000613668061,30.793980474198
"2017-11-15",32.7256132344552,18.4431745579007
"2017-11-16",11.5244263902507,7.30660456646589
"2017-11-17",21.0535381199112,11.9973456698742
"2017-11-18",22.4516167664671,14.0637388637359
"2017-11-19",27.4880848503084,15.9606378817512
"2017-11-20",23.0125508373206,12.218302930622
"2017-11-21",15.5946482122261,8.09889129181084
"2017-11-22",61.7576640569395,30.5618078291815
"2017-11-23",173.049133324104,86.0458576768656
"2017-11-24",195.983261424922,98.1151064433721
"2017-11-25",143.889941225861,66.3389840470193
"2017-11-26",136.749778723404,65.6785007092199
"2017-11-27",24.16072255151,12.8151679367767
"2017-11-28",40.4637050007004,20.1682308446561
"2017-11-29",222.771531832082,105.963038643314
"2017-11-30",201.539797288043,97.4307396247089
