"timestamp","P1","P2"
"2018-06-01",12.0580495886654,6.66358089579525
"2018-06-02",13.6196140025501,8.83069201344616
"2018-06-03",21.5417192174914,16.9078757192175
"2018-06-04",14.1135149228892,10.5106390768889
"2018-06-05",14.5488453925665,10.8711436111722
"2018-06-06",20.0395389415299,14.5294199214236
"2018-06-07",23.9224230940704,16.2925635309853
"2018-06-08",20.4512854055284,15.1705414628597
"2018-06-09",28.2105085332103,20.9358660055351
"2018-06-10",16.2674136195907,11.1217823996422
"2018-06-11",15.5210239096746,9.3248749169803
"2018-06-12",24.8243062841835,16.9777966290881
"2018-06-13",24.6804371184371,17.7748815628816
"2018-06-14",18.0037422981299,11.8972694843801
"2018-06-15",19.16506225848,12.5885905968227
"2018-06-16",16.5915606806986,11.4006224809673
"2018-06-17",13.5992813215965,8.70892801157603
"2018-06-18",17.9337456513336,12.2857041618348
"2018-06-19",17.708616429895,10.9368387893762
"2018-06-20",14.5429273743017,8.75570577281192
"2018-06-21",19.0146302133851,12.41625
"2018-06-22",17.543802120993,12.3521595565196
"2018-06-23",6.09549032914829,4.22987897296686
"2018-06-24",5.2631404583617,3.12769798048559
"2018-06-25",9.78192768361582,6.77832881355932
"2018-06-26",9.40912596096984,6.03352690715553
"2018-06-27",8.87721963161576,6.43951620424341
"2018-06-28",10.3364595774001,7.67124483233808
"2018-06-29",10.0300264215968,7.2595347501436
"2018-06-30",12.9622950041533,10.534821407381
